dataset,filename,method,niqe
real,9c4322e24f9487209ca61ebc984259db.png,aodnet,22.583232
real,AA1wVB2r.png,original,20.338696
real,AA1wVB2r.png,dcp,20.179273
real,AA1wVB2r.png,aodnet,20.359634
real,IMG_22111.png,original,20.103345
real,IMG_22111.png,dcp,20.019933
real,IMG_22111.png,aodnet,20.039186
real,R.png,original,20.068888
real,R.png,dcp,19.775040
real,R.png,aodnet,20.172073
real,a18fbbff37e75e19ff0e41a38c89de01.png,original,20.848319
real,a18fbbff37e75e19ff0e41a38c89de01.png,dcp,20.889697
real,a18fbbff37e75e19ff0e41a38c89de01.png,aodnet,21.241614
real,a4125c8e45bbc8bed6ca6fe12f41395c.png,original,20.087312
real,a4125c8e45bbc8bed6ca6fe12f41395c.png,dcp,20.136978
real,a4125c8e45bbc8bed6ca6fe12f41395c.png,aodnet,20.416579
real,a4405e3aefc74c94738ccad6f05c5be8.png,original,20.666216
real,a4405e3aefc74c94738ccad6f05c5be8.png,dcp,20.552487
real,a4405e3aefc74c94738ccad6f05c5be8.png,aodnet,20.971351
real,b4jnamqblby31.png,original,20.859052
real,b4jnamqblby31.png,dcp,20.753611
real,b4jnamqblby31.png,aodnet,21.631593
real,b67f5d192f89e8322fdb1cfd33472a60.png,original,20.249800
real,b67f5d192f89e8322fdb1cfd33472a60.png,dcp,20.341949
real,b67f5d192f89e8322fdb1cfd33472a60.png,aodnet,20.652054
real,b7e4ddbd081508350f7ea267973c6ebe.png,original,21.100035
real,b7e4ddbd081508350f7ea267973c6ebe.png,dcp,21.041808
real,b7e4ddbd081508350f7ea267973c6ebe.png,aodnet,22.276782
real,c680ee3de12c3367b4d154dfd0faa91a.png,original,20.812834
real,c680ee3de12c3367b4d154dfd0faa91a.png,dcp,21.137119
real,c680ee3de12c3367b4d154dfd0faa91a.png,aodnet,20.972408
real,caef02fdb50f8d880962a6ea1f4719b2.png,original,20.618090
real,caef02fdb50f8d880962a6ea1f4719b2.png,dcp,20.707316
real,caef02fdb50f8d880962a6ea1f4719b2.png,aodnet,21.047347
real,d9ebef9f206c8d920033bd4f1b1e5f92.png,original,20.750434
real,d9ebef9f206c8d920033bd4f1b1e5f92.png,dcp,20.464990
real,d9ebef9f206c8d920033bd4f1b1e5f92.png,aodnet,20.544338
real,da6dc6db8d0cd582bdc1419279c0192e.png,original,20.772290
real,da6dc6db8d0cd582bdc1419279c0192e.png,dcp,20.771844
real,da6dc6db8d0cd582bdc1419279c0192e.png,aodnet,20.936127
real,e221014826c058491a3f2a477c011690.png,original,20.509484
real,e221014826c058491a3f2a477c011690.png,dcp,20.517806
real,e221014826c058491a3f2a477c011690.png,aodnet,20.923516
real,e3a4aac32548d8f1e597542980e3e975.png,original,20.031234
real,e3a4aac32548d8f1e597542980e3e975.png,dcp,20.034114
real,e3a4aac32548d8f1e597542980e3e975.png,aodnet,20.173181
real,f2b33c4b7f1153f1b2be5cb830bcebb8.png,original,20.702483
real,f2b33c4b7f1153f1b2be5cb830bcebb8.png,dcp,20.848234
real,f2b33c4b7f1153f1b2be5cb830bcebb8.png,aodnet,20.893649
real,f3a22c0415830b5577b301a258298459.png,original,20.983207
real,f3a22c0415830b5577b301a258298459.png,dcp,20.918156
real,f3a22c0415830b5577b301a258298459.png,aodnet,21.453143
real,fc555df357ee0d2c92d066be0338d4af.png,original,21.133120
real,fc555df357ee0d2c92d066be0338d4af.png,dcp,21.414478
real,fc555df357ee0d2c92d066be0338d4af.png,aodnet,22.150106
real,foggy-weather-1.png,original,22.878730
real,foggy-weather-1.png,dcp,22.261223
real,foggy-weather-1.png,aodnet,22.973469
real,foggy-weather-2.png,original,22.707869
real,foggy-weather-2.png,dcp,21.818933
real,foggy-weather-2.png,aodnet,23.179324
real,foggy_san_francisco_by_warriorofheaven_d1h6taf-fullview.png,original,21.357225
real,foggy_san_francisco_by_warriorofheaven_d1h6taf-fullview.png,dcp,20.504423
real,foggy_san_francisco_by_warriorofheaven_d1h6taf-fullview.png,aodnet,21.048045
real,img_3987z-mysterious-photograph-of-foggy-waterfront-park-and-the-county-administration-building.png,original,20.532719
real,img_3987z-mysterious-photograph-of-foggy-waterfront-park-and-the-county-administration-building.png,dcp,20.449424
real,img_3987z-mysterious-photograph-of-foggy-waterfront-park-and-the-county-administration-building.png,aodnet,20.565458
